,employee_number,age,attrition,business_travel,department,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,remote_work,hourly_rate,daily_rate,distance_from_home,monthly_income,total_working_years
142,138,30,No,travel_rarely, research_development ,bachillerato,medical,4,male,3,1,research_scientist,2,desconocido,9369,0,Yes,21,4.0,1,1,2,3,11,5,7,1993,yes,63,1465.0,1.0,3579.0,12
143,139,54,No,travel_rarely,desconocido,bachillerato,life_sciences,4,male,3,4,research_director,4,married,23474,3,No,14,3.0,1,0,2,3,10,0,9,1969,yes,85,685.0,3.0,17779.0,36
144,140,31,No,travel_rarely,desconocido,bachillerato,medical,3,female,2,2,healthcare_representative,1,single,17198,1,No,19,3.0,2,0,2,3,10,1,8,1992,no,96,1062.0,24.0,3476.4,10
145,141,44,No,desconocido,desconocido,bachillerato,desconocido,2,male,3,5,manager,2,married,8751,7,No,11,3.0,3,1,5,3,22,3,10,1979,yes,88,1099.0,5.0,18213.0,26
146,142,55,No,non_travel,desconocido,eso,desconocido,4,male,2,4,healthcare_representative,2,divorced,25592,1,Yes,15,3.0,4,1,3,3,33,15,0,1968,no,37,177.0,8.0,13577.0,8
147,143,44,No,travel_rarely,desconocido,fp,life_sciences,3,male,4,5,manager,1,divorced,17477,1,No,14,3.0,4,2,4,2,25,14,13,1979,no,92,1199.0,4.0,19190.0,10
148,144,34,No,travel_frequently, human_resources ,bachillerato,life_sciences,3,male,2,2,human_resources,2,desconocido,21833,4,No,11,3.0,4,2,5,4,10,1,8,1989,yes,56,648.0,11.0,5381.0,14
149,145,39,No,desconocido,desconocido,universidad,desconocido,3,female,2,4,manager,2,divorced,17334,6,Yes,13,3.0,4,2,4,3,19,15,2,1984,no,94,412.0,13.0,17123.0,13
150,146,55,No,travel_rarely,desconocido,fp,medical,4,female,1,5,manager,3,desconocido,6992,4,desconocido,14,3.0,4,1,5,3,19,9,11,1968,yes,58,282.0,2.0,19187.0,23
151,147,51,No,desconocido,desconocido,bachillerato,life_sciences,3,male,3,4,manager,2,desconocido,17588,1,desconocido,11,3.0,2,1,2,3,33,0,10,1972,yes,84,770.0,5.0,4453.2,16
152,148,58,Yes,desconocido,desconocido,universidad,medical,1,female,2,3,manufacturing_director,1,married,12023,7,desconocido,14,3.0,4,0,0,2,10,5,9,1965,yes,53,601.0,7.6,10008.0,9
153,149,48,No,desconocido,desconocido,bachillerato,life_sciences,4,male,3,3,manufacturing_director,4,single,18706,1,No,11,3.0,3,0,2,3,10,0,8,1975,yes,54,855.0,4.0,4707.0,11
154,150,29,No,travel_rarely, human_resources ,bachillerato,desconocido,2,male,2,3,human_resources,1,single,9769,1,desconocido,13,3.0,1,0,3,2,10,0,9,1994,no,51,332.0,17.0,7988.0,8
155,151,34,No,desconocido,desconocido,bachillerato,other,4,male,1,2,sales_executive,1,single,15891,3,No,18,3.0,4,0,2,3,13,3,12,1989,yes,81,1326.0,3.0,5858.6,15
156,152,42,No,travel_frequently,desconocido,fp,desconocido,1,female,3,1,laboratory_technician,4,desconocido,16458,1,desconocido,13,3.0,3,0,3,3,12,5,8,1981,yes,74,748.0,9.0,5425.4,12
157,153,57,No,travel_rarely,desconocido,fp,life_sciences,2,male,4,2,research_scientist,3,married,2721,0,No,24,4.0,1,1,2,2,12,2,8,1966,yes,93,405.0,1.0,5234.2,13
158,154,34,Yes,travel_rarely,desconocido,universidad,desconocido,1,female,2,2,sales_executive,2,single,7815,0,Yes,23,4.0,3,0,2,4,15,10,10,1989,no,40,790.0,24.0,6295.8,16
159,155,54,No,travel_frequently,desconocido,universidad,medical,2,female,3,4,manager,4,desconocido,24456,3,No,20,3.0,1,1,2,3,14,1,12,1969,yes,87,1050.0,11.0,8770.6,26
160,156,34,No,travel_rarely,desconocido,bachillerato,desconocido,4,male,2,3,sales_executive,3,desconocido,12288,1,desconocido,14,3.0,4,0,3,3,10,8,6,1989,no,64,971.0,1.0,7083.0,14
161,157,29,No,desconocido,desconocido,eso,medical,2,male,3,1,laboratory_technician,1,single,16213,1,desconocido,18,3.0,4,0,3,3,10,1,5,1994,yes,87,1370.0,3.0,4723.0,6
162,158,35,No,travel_rarely,desconocido,bachillerato,life_sciences,2,male,4,2,laboratory_technician,3,desconocido,25348,1,desconocido,17,3.0,4,2,3,2,10,6,8,1988,yes,46,750.0,28.0,3407.0,11
163,159,35,Yes,desconocido,desconocido,universidad,other,4,male,3,2,sales_executive,4,desconocido,10414,3,desconocido,24,4.0,1,0,2,4,11,6,7,1988,yes,36,880.0,12.0,4440.2,13
164,160,34,No,travel_rarely,desconocido,bachillerato,life_sciences,2,female,2,1,research_scientist,4,married,20338,1,No,12,3.0,2,0,3,3,10,8,7,1989,yes,35,678.0,19.0,2929.0,10
165,161,43,No,desconocido,desconocido,bachillerato,desconocido,4,male,3,2,sales_executive,4,desconocido,6069,1,Yes,17,3.0,1,1,3,3,10,8,8,1980,no,73,1179.0,2.0,5124.2,10
166,162,58,No,non_travel,desconocido,bachillerato,medical,2,male,3,4,manager,2,divorced,22577,4,No,22,4.0,4,1,0,2,16,14,14,1965,yes,52,350.0,2.0,3920.6,37
167,163,36,No,travel_rarely, sales ,universidad,desconocido,1,female,2,2,sales_executive,3,married,6060,1,Yes,13,3.0,1,1,4,3,10,1,7,1987,no,63,1266.0,9.2,6024.8,10
168,164,43,No,travel_rarely,desconocido,bachillerato,life_sciences,1,male,3,3,healthcare_representative,3,married,16873,1,desconocido,17,3.0,2,1,1,3,10,0,9,1980,yes,30,574.0,11.0,5589.6,10
169,165,55,No,desconocido,desconocido,universidad,human_resources,3,male,4,5,manager,2,married,25811,4,Yes,18,3.0,1,1,0,3,10,1,4,1968,yes,71,189.0,26.0,9466.0,35
170,166,42,No,desconocido, research_development ,fp,desconocido,4,male,2,2,research_scientist,3,single,14811,1,desconocido,12,3.0,4,0,2,3,20,3,7,1981,yes,37,670.8,23.0,10057.0,20
171,167,40,No,desconocido,desconocido,bachillerato,technical_degree,4,female,3,2,laboratory_technician,3,married,26849,1,desconocido,11,3.0,1,1,2,4,10,9,4,1983,yes,73,692.0,11.0,5425.4,10
172,168,56,Yes,desconocido, research_development ,fp,technical_degree,4,male,3,1,laboratory_technician,3,married,3666,8,No,11,3.0,4,1,4,1,10,9,8,1967,yes,72,310.0,7.0,4947.4,14
173,169,39,No,travel_rarely,desconocido,eso,marketing,3,female,2,4,sales_executive,4,desconocido,8828,0,desconocido,11,3.0,1,1,2,2,20,9,6,1984,yes,60,722.0,8.0,12031.0,9
174,170,53,No,travel_rarely,desconocido,universidad,life_sciences,1,female,2,4,manager,4,married,22021,2,No,16,3.0,3,0,3,3,25,3,7,1970,yes,78,1219.0,2.0,15427.0,6
175,171,27,No,travel_frequently,desconocido,bachillerato,desconocido,4,male,3,3,sales_executive,3,single,2975,1,No,15,3.0,4,0,0,3,9,1,7,1996,no,37,994.0,8.0,5840.2,9
176,172,30,No,travel_frequently,desconocido,fp,desconocido,3,female,3,2,laboratory_technician,4,desconocido,10781,1,desconocido,23,4.0,4,0,2,3,12,3,7,1993,yes,58,721.0,1.0,6644.6,12
177,173,35,No,desconocido,desconocido,doctorado,life_sciences,2,male,3,3,sales_executive,1,married,11031,1,desconocido,22,4.0,4,1,3,2,9,1,8,1988,yes,71,853.0,18.0,3407.8,9
178,174,32,No,travel_rarely, research_development ,bachillerato,medical,1,male,3,2,manufacturing_director,4,married,10877,1,Yes,22,4.0,2,1,3,3,9,7,8,1991,yes,54,427.0,1.0,6162.0,9
179,175,30,No,travel_rarely,desconocido,eso,life_sciences,4,male,2,2,laboratory_technician,4,married,15998,1,desconocido,12,3.0,3,2,1,3,10,3,0,1993,no,55,852.0,1.0,5126.0,8
180,176,46,Yes,desconocido, sales ,fp,medical,3,male,2,3,sales_executive,4,desconocido,13596,1,No,16,3.0,4,0,3,3,9,4,7,1977,no,64,669.0,9.0,9619.0,9
181,177,30,No,travel_rarely,desconocido,fp,desconocido,3,female,2,2,sales_executive,2,desconocido,19760,1,Yes,12,3.0,2,3,4,2,11,2,7,1993,no,63,1334.0,4.0,6088.8,11
182,178,32,No,desconocido,desconocido,universidad,desconocido,2,male,3,2,sales_executive,3,single,24301,1,No,16,3.0,1,0,0,3,11,5,7,1991,yes,87,1093.0,6.0,5010.0,12
183,179,35,No,travel_rarely,desconocido,doctorado,marketing,3,male,3,3,sales_executive,2,married,11439,1,desconocido,13,3.0,1,2,3,3,10,0,6,1988,no,94,728.8,17.4,8784.8,12
184,180,32,No,desconocido,desconocido,bachillerato,marketing,2,female,3,3,sales_executive,4,single,15589,1,desconocido,14,3.0,4,0,2,3,9,3,7,1991,yes,43,967.0,8.0,5963.2,9
185,181,41,No,travel_rarely, research_development ,bachillerato,life_sciences,1,male,3,1,research_scientist,3,divorced,4609,4,No,12,3.0,1,1,2,3,9,1,8,1982,yes,56,465.0,5.4,4149.8,5
186,182,40,No,travel_rarely,desconocido,eso,medical,4,female,3,5,manager,3,desconocido,6499,1,No,14,3.0,2,1,2,3,20,9,9,1983,no,46,989.0,4.0,19033.0,21
187,183,45,No,desconocido,desconocido,fp,desconocido,1,male,2,4,manager,4,married,20462,9,No,23,4.0,4,1,1,3,20,11,8,1978,yes,65,1195.0,2.0,10825.0,22
188,184,32,Yes,travel_rarely,desconocido,universidad,desconocido,4,male,1,3,sales_executive,4,married,25812,1,No,11,3.0,3,0,2,2,14,9,8,1991,no,32,1045.0,4.0,10400.0,14
189,185,30,No,non_travel, research_development ,eso,life_sciences,3,male,2,3,manufacturing_director,3,desconocido,20925,1,No,22,4.0,3,0,2,3,11,5,8,1993,yes,88,829.0,1.0,3191.6,5
190,186,37,No,desconocido,desconocido,bachillerato,desconocido,2,male,3,3,research_director,4,desconocido,10056,1,desconocido,14,3.0,3,3,1,3,10,0,7,1986,yes,47,663.0,11.0,5863.8,8
191,187,37,No,desconocido,desconocido,universidad,desconocido,1,male,3,1,sales_representative,4,divorced,2539,4,No,17,3.0,3,1,2,3,9,5,8,1986,no,41,319.0,4.0,2793.0,13
192,188,40,No,desconocido,desconocido,fp,technical_degree,1,male,3,2,research_scientist,4,desconocido,24447,1,No,17,3.0,1,2,3,3,9,4,7,1983,no,62,1300.0,24.0,3171.2,11
193,189,36,No,non_travel,desconocido,universidad,desconocido,2,female,3,2,laboratory_technician,2,married,6927,7,desconocido,15,3.0,3,1,3,3,9,0,8,1987,yes,47,1105.0,24.0,5674.0,11
194,190,32,No,travel_rarely,desconocido,bachillerato,life_sciences,4,male,2,2,sales_executive,3,married,16985,1,desconocido,14,3.0,3,1,3,2,13,4,8,1991,yes,91,906.0,7.0,3834.0,13
195,191,38,No,desconocido,desconocido,fp,life_sciences,1,female,2,3,research_director,2,desconocido,26707,3,desconocido,17,3.0,3,1,2,3,10,0,1,1985,yes,81,849.0,25.0,4691.0,8
196,192,30,No,travel_rarely,desconocido,fp,desconocido,4,female,3,2,research_scientist,4,married,11934,1,No,13,3.0,4,2,2,3,10,1,9,1993,yes,64,1275.0,28.0,3530.6,11
197,193,39,No,desconocido,desconocido,eso,desconocido,2,male,3,5,manager,3,desconocido,8213,1,desconocido,14,3.0,3,1,3,3,21,1,6,1984,yes,52,1218.0,1.0,19197.0,21
198,194,60,No,desconocido,desconocido,bachillerato,life_sciences,1,female,3,5,manager,1,desconocido,3854,5,No,11,3.0,4,0,5,1,29,11,10,1963,yes,41,422.0,7.0,6280.6,33
199,195,30,No,desconocido,desconocido,universidad,other,3,female,3,3,sales_executive,1,desconocido,2890,0,desconocido,11,3.0,3,0,3,3,9,7,8,1993,yes,69,1398.0,22.0,8412.0,10
200,196,31,No,travel_rarely, research_development ,eso,desconocido,3,male,3,3,manufacturing_director,2,divorced,14394,1,No,25,4.0,4,1,6,4,13,0,8,1992,yes,78,1274.0,9.0,6079.6,13
201,197,33,Yes,desconocido,desconocido,bachillerato,life_sciences,1,male,3,1,research_scientist,1,single,3164,1,Yes,11,3.0,1,0,3,3,10,9,7,1990,no,70,1076.0,3.0,3348.0,8
202,198,50,No,desconocido,desconocido,eso,medical,4,male,4,1,laboratory_technician,3,married,3297,1,Yes,11,3.0,3,3,3,3,20,3,8,1973,yes,74,1207.0,28.0,8338.8,20
203,199,32,No,desconocido, research_development ,universidad,life_sciences,1,male,3,2,laboratory_technician,4,desconocido,21146,1,No,15,3.0,4,2,2,3,10,4,7,1991,yes,80,430.0,24.0,5309.0,10
204,200,42,No,desconocido,desconocido,bachillerato,desconocido,2,male,3,2,manufacturing_director,2,desconocido,11806,1,desconocido,13,3.0,4,1,3,2,9,7,8,1981,yes,98,933.0,29.0,4983.2,10
205,201,49,Yes,desconocido, sales ,bachillerato,marketing,3,female,3,3,sales_executive,4,married,5860,1,No,18,3.0,1,2,3,4,9,7,7,1974,no,43,1184.0,11.0,7654.0,7
206,202,27,No,desconocido,desconocido,eso,desconocido,3,male,2,3,research_director,4,divorced,8842,1,desconocido,16,3.0,2,1,3,3,9,0,8,1996,yes,42,1042.4,5.0,12808.0,13
207,203,33,No,travel_rarely,desconocido,bachillerato,medical,1,male,4,2,sales_executive,1,divorced,21816,1,desconocido,22,3.0,1,1,5,3,9,0,8,1990,yes,48,586.0,1.0,5099.8,9
208,204,52,No,desconocido, research_development ,universidad,desconocido,3,female,2,4,manufacturing_director,4,married,19028,3,No,22,4.0,3,0,3,3,9,0,0,1971,no,81,890.0,8.6,7449.4,31
209,205,32,No,desconocido,desconocido,fp,life_sciences,2,male,3,2,sales_executive,2,desconocido,8891,1,No,14,3.0,4,1,3,3,10,5,3,1991,yes,48,379.0,5.0,6037.4,10
210,206,36,No,desconocido,desconocido,eso,life_sciences,3,male,3,2,healthcare_representative,4,desconocido,4821,0,desconocido,17,3.0,1,1,2,2,16,4,11,1987,no,68,1425.0,14.0,6586.0,8
211,207,31,No,non_travel, sales ,fp,desconocido,4,female,3,2,sales_executive,3,desconocido,24406,1,desconocido,13,3.0,4,1,2,2,9,0,0,1992,no,45,1188.0,20.0,5700.2,8
212,208,36,No,travel_rarely,desconocido,universidad,medical,3,male,3,1,laboratory_technician,3,single,12287,4,No,21,4.0,3,0,6,3,11,3,9,1987,yes,79,938.0,2.0,2519.0,7
213,209,52,No,desconocido,desconocido,fp,life_sciences,4,male,3,4,manager,4,married,13829,2,desconocido,15,3.0,2,1,2,3,9,7,8,1971,yes,70,1053.0,1.0,17099.0,26
214,210,33,No,non_travel,desconocido,bachillerato,desconocido,4,male,3,4,manager,3,single,20489,1,desconocido,11,3.0,4,0,2,3,10,6,0,1990,no,38,722.0,17.0,4902.2,10
215,211,45,No,non_travel,desconocido,fp,life_sciences,4,male,3,2,laboratory_technician,1,desconocido,14039,1,Yes,15,3.0,3,1,2,3,9,0,8,1978,yes,42,248.0,23.0,4095.8,9
216,212,36,No,travel_rarely, research_development ,doctorado,desconocido,4,female,2,3,manufacturing_director,4,desconocido,15669,0,desconocido,11,3.0,2,0,2,2,14,7,8,1987,yes,51,796.0,12.0,6918.6,15
217,213,49,No,desconocido,desconocido,universidad,desconocido,4,male,2,4,sales_executive,2,desconocido,11879,6,desconocido,17,3.0,2,1,3,3,9,2,3,1974,no,56,174.0,8.0,13120.0,22
218,214,29,Yes,desconocido,desconocido,eso,desconocido,4,female,2,3,sales_executive,1,desconocido,11162,1,desconocido,13,3.0,1,1,3,1,11,3,10,1994,yes,45,408.0,23.0,5634.6,11
219,215,29,No,desconocido,desconocido,eso,desconocido,2,female,3,1,laboratory_technician,4,married,26342,1,desconocido,13,3.0,1,1,5,3,10,0,8,1994,no,54,933.4,6.0,3131.0,10
220,216,37,No,desconocido, research_development ,bachillerato,life_sciences,4,female,2,2,manufacturing_director,4,married,9961,1,desconocido,13,3.0,2,1,2,2,14,3,11,1986,yes,56,977.0,1.0,4133.4,14
221,217,33,No,travel_rarely,desconocido,doctorado,desconocido,4,male,4,3,sales_executive,3,desconocido,21708,0,desconocido,14,3.0,4,2,3,3,9,0,8,1990,yes,82,536.0,10.0,7260.2,12
222,218,34,No,travel_frequently,desconocido,bachillerato,medical,3,female,3,2,laboratory_technician,2,divorced,22534,4,No,13,3.0,3,2,2,4,11,5,10,1989,yes,46,135.0,19.0,4444.0,15
223,219,28,No,non_travel,desconocido,bachillerato,desconocido,3,female,1,2,laboratory_technician,4,married,16392,0,No,11,3.0,1,3,6,3,9,7,5,1995,yes,55,1476.0,1.0,6674.0,10
224,220,31,No,non_travel,desconocido,universidad,desconocido,4,female,3,3,sales_executive,3,desconocido,8935,1,Yes,19,3.0,1,1,5,2,10,9,6,1992,yes,57,587.0,2.0,9852.0,10
225,221,42,No,non_travel,desconocido,eso,life_sciences,3,male,3,4,manager,3,desconocido,26582,0,Yes,13,3.0,4,0,3,2,20,2,10,1981,no,51,495.0,2.0,17861.0,21
226,222,40,No,travel_rarely,desconocido,bachillerato,life_sciences,3,male,3,2,research_scientist,4,single,22455,1,desconocido,13,3.0,3,0,4,3,9,8,8,1983,yes,98,523.0,2.0,5535.4,9
227,223,34,No,desconocido,desconocido,fp,medical,3,female,3,2,sales_executive,1,single,23553,1,desconocido,12,3.0,4,0,6,4,10,9,6,1989,yes,66,507.0,15.0,5934.6,10
228,224,58,No,travel_rarely,desconocido,bachillerato,desconocido,4,female,3,5,research_director,1,desconocido,22456,3,desconocido,21,4.0,3,1,3,3,9,1,5,1965,no,76,1055.0,1.0,7870.6,8
229,225,31,Yes,travel_frequently,desconocido,doctorado,desconocido,3,female,4,3,manufacturing_director,2,desconocido,8931,1,desconocido,11,3.0,1,0,2,3,10,4,7,1992,yes,100,1445.0,1.0,7446.0,9
230,226,40,No,non_travel,desconocido,eso,desconocido,4,male,2,3,research_director,2,desconocido,25178,2,No,11,3.0,3,1,5,3,9,4,8,1983,yes,55,218.0,8.0,13757.0,16
231,227,53,No,desconocido,desconocido,bachillerato,medical,4,male,4,4,research_director,2,single,19764,4,No,12,3.0,2,0,2,2,9,8,8,1970,yes,39,447.0,2.0,16598.0,35
232,228,34,No,desconocido, research_development ,bachillerato,desconocido,2,male,3,4,research_director,1,desconocido,11929,7,desconocido,14,3.0,4,2,3,2,14,6,9,1989,yes,71,829.0,15.0,4353.2,16
233,229,35,No,travel_rarely,desconocido,bachillerato,life_sciences,4,female,2,3,healthcare_representative,2,single,21195,1,No,19,3.0,4,0,3,1,11,3,3,1988,yes,91,1029.0,16.0,11429.0,16
234,230,37,No,desconocido,desconocido,bachillerato,desconocido,1,male,3,2,research_scientist,4,married,3031,1,desconocido,17,3.0,1,0,2,3,10,3,7,1986,yes,47,674.0,13.0,4285.0,7
235,231,42,No,travel_frequently,desconocido,bachillerato,desconocido,4,male,3,3,healthcare_representative,4,desconocido,18611,2,Yes,14,3.0,3,1,3,1,20,13,9,1981,yes,40,587.8,2.0,10124.0,24
236,232,45,No,desconocido,desconocido,universidad,desconocido,1,male,3,3,healthcare_representative,2,divorced,20933,1,desconocido,12,3.0,1,3,4,3,10,7,7,1978,yes,66,538.0,1.0,7405.6,14
237,233,30,Yes,travel_rarely,desconocido,bachillerato,desconocido,2,male,2,2,sales_executive,1,married,5323,1,No,11,3.0,4,1,4,3,10,6,7,1993,yes,64,740.0,1.0,9714.0,7
238,234,38,No,travel_rarely,desconocido,bachillerato,life_sciences,3,male,3,2,sales_executive,2,married,12355,0,desconocido,11,3.0,4,1,3,3,9,7,7,1985,yes,80,1245.0,14.0,9924.0,10
239,235,50,No,desconocido,desconocido,doctorado,medical,2,male,3,4,healthcare_representative,3,desconocido,20689,2,desconocido,15,3.0,3,1,3,3,30,12,13,1973,no,41,1234.0,20.0,11245.0,32
240,236,39,No,travel_rarely,desconocido,fp,desconocido,3,male,2,2,laboratory_technician,3,desconocido,10302,0,desconocido,15,3.0,4,1,3,3,10,0,7,1984,yes,76,170.0,3.0,3069.0,7
241,237,34,No,travel_rarely,desconocido,bachillerato,desconocido,4,female,3,2,research_scientist,2,desconocido,19332,1,No,12,3.0,3,1,2,3,11,7,9,1989,yes,66,1130.0,3.0,6302.4,11
242,238,54,No,travel_rarely, research_development ,doctorado,desconocido,2,female,3,4,manager,3,desconocido,18685,3,desconocido,25,4.0,3,1,6,3,10,4,7,1969,yes,91,584.0,22.0,9876.2,36
243,239,41,No,travel_rarely,desconocido,bachillerato,marketing,4,male,3,3,sales_executive,3,desconocido,15869,1,No,12,3.0,2,0,3,3,10,8,7,1982,no,35,918.0,6.0,9241.0,8
244,240,39,No,desconocido,desconocido,bachillerato,life_sciences,4,male,3,2,laboratory_technician,4,married,8989,1,desconocido,15,3.0,4,1,2,3,9,5,8,1984,yes,77,792.0,1.0,6472.0,6
245,241,40,No,travel_rarely,desconocido,universidad,desconocido,2,male,3,5,manager,2,desconocido,4349,1,No,14,3.0,2,0,3,2,21,12,8,1983,no,88,611.0,7.0,3422.8,9
246,242,33,No,desconocido,desconocido,bachillerato,technical_degree,4,male,3,2,research_scientist,2,desconocido,6194,5,No,15,3.0,4,2,2,2,9,1,7,1990,yes,90,593.8,4.0,3055.0,11
247,243,36,No,desconocido,desconocido,bachillerato,life_sciences,4,male,3,3,healthcare_representative,1,desconocido,25949,7,desconocido,13,3.0,4,1,1,3,12,5,7,1987,no,90,1383.0,10.0,8321.0,15
248,244,33,No,desconocido,desconocido,universidad,life_sciences,4,male,4,1,research_scientist,1,married,6076,6,No,19,3.0,2,1,1,3,10,7,6,1990,yes,90,867.0,8.0,3143.0,14
249,245,34,No,travel_rarely,desconocido,fp,desconocido,2,male,4,2,sales_executive,3,desconocido,22128,1,No,21,4.0,3,2,5,3,10,4,8,1989,no,92,811.6,8.0,6548.6,10
250,246,29,No,travel_frequently, research_development ,eso,medical,4,male,3,1,laboratory_technician,4,married,7003,1,No,13,3.0,2,0,3,4,11,3,10,1994,no,40,574.0,11.2,6679.2,12
251,247,46,No,travel_rarely,desconocido,fp,life_sciences,4,male,3,3,manufacturing_director,4,divorced,19989,3,desconocido,14,3.0,3,1,4,2,9,4,7,1977,yes,82,706.0,2.0,8578.0,12
252,248,27,No,travel_rarely,desconocido,eso,medical,2,female,2,2,sales_representative,3,married,7018,1,No,21,4.0,4,1,5,3,9,5,8,1996,no,36,728.0,23.0,4568.0,7
253,249,31,No,desconocido,desconocido,bachillerato,life_sciences,2,male,3,2,laboratory_technician,3,divorced,18624,1,No,11,3.0,1,1,2,3,10,0,2,1992,no,89,311.0,13.2,4197.0,10
254,250,45,No,travel_rarely, research_development ,fp,life_sciences,2,female,2,2,manufacturing_director,4,desconocido,23888,0,No,13,3.0,4,2,2,2,9,3,8,1978,yes,93,556.0,25.0,3240.0,10
255,251,34,No,travel_rarely,desconocido,bachillerato,marketing,1,male,3,3,sales_executive,4,desconocido,6770,1,No,21,4.0,1,0,3,2,14,2,1,1989,no,32,937.0,1.0,9888.0,14
256,252,31,No,desconocido, research_development ,bachillerato,life_sciences,4,male,1,2,research_scientist,1,married,5771,1,desconocido,21,3.0,2,0,6,3,10,8,7,1992,yes,48,1125.0,1.0,5099.8,10
257,253,35,No,desconocido,desconocido,universidad,desconocido,3,female,3,2,sales_executive,4,desconocido,13586,1,Yes,11,3.0,4,0,2,3,10,0,9,1988,no,55,1224.0,7.0,5161.2,10
258,254,39,No,travel_rarely,desconocido,universidad,marketing,2,male,3,4,sales_executive,1,single,25098,0,No,12,3.0,1,0,3,3,20,11,10,1984,no,77,119.0,15.0,13341.0,21
259,255,40,No,travel_rarely,desconocido,fp,marketing,2,female,3,2,sales_executive,2,married,4258,3,No,14,3.0,3,1,4,3,11,5,10,1983,yes,92,444.0,2.0,5677.0,11
260,256,30,No,travel_rarely,desconocido,fp,medical,4,male,3,1,laboratory_technician,2,married,4077,1,No,13,3.0,3,0,6,2,12,1,7,1993,no,76,911.0,1.0,5795.8,12
261,257,47,No,desconocido, research_development ,eso,desconocido,3,female,3,3,research_director,2,married,17231,0,No,18,3.0,1,2,3,1,13,5,12,1976,yes,98,880.8,1.0,5160.0,14
262,258,52,No,non_travel,desconocido,universidad,desconocido,1,male,3,1,sales_representative,4,divorced,19788,2,desconocido,15,3.0,2,2,3,3,9,0,0,1971,yes,64,585.0,29.0,10060.2,16
263,259,49,No,travel_frequently,desconocido,eso,desconocido,3,male,2,2,research_scientist,2,married,24907,1,No,23,4.0,4,1,3,3,10,1,7,1974,yes,61,875.0,8.0,5255.2,10
