,employee_number,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income, monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,remote_work
146,142,55,No,non_travel,177,desconocido,8.0,eso,desconocido,4,male,37,2,4,healthcare_representative,2,divorced,13577,25592,1,Yes,15,3,4,1,16,3,3,33,15,0,"13577,0",1968,no
147,143,44,No,travel_rarely,1199,desconocido,4.0,fp,life_sciences,3,male,92,4,5,manager,1,divorced,19190,17477,1,No,14,3,4,2,16,4,2,25,14,13,"19190,0",1979,no
148,144,34,No,travel_frequently,648,human_resources,11.0,bachillerato,life_sciences,3,male,56,2,2,human_resources,2,desconocido,5381,21833,4,No,11,3,4,2,14,5,4,10,1,8,,1989,yes
149,145,39,No,desconocido,412,desconocido,13.0,universidad,desconocido,3,female,94,2,4,manager,2,divorced,17123,17334,6,Yes,13,3,4,2,18,4,3,19,15,2,"17123,0",1984,no
150,146,55,No,travel_rarely,282,desconocido,2.0,fp,medical,4,female,58,1,5,manager,3,desconocido,19187,6992,4,desconocido,14,3,4,1,23,5,3,19,9,11,"19187,0",1968,yes
151,147,51,No,desconocido,770,desconocido,5.0,bachillerato,life_sciences,3,male,84,3,4,manager,2,desconocido,5045,17588,1,desconocido,11,3,2,1,12,2,3,33,0,10,,1972,yes
152,148,58,Yes,desconocido,601,desconocido,5.6,universidad,medical,1,female,53,2,3,manufacturing_director,1,married,10008,12023,7,desconocido,14,3,4,0,13,0,2,10,5,9,"10008,0",1965,yes
153,149,48,No,desconocido,855,desconocido,4.0,bachillerato,life_sciences,4,male,54,3,3,manufacturing_director,4,single,4160,18706,1,No,11,3,3,0,11,2,3,10,0,8,,1975,yes
154,150,29,No,travel_rarely,332,human_resources,17.0,bachillerato,desconocido,2,male,51,2,3,human_resources,1,single,7988,9769,1,desconocido,13,3,1,0,14,3,2,10,0,9,"7988,0",1994,no
155,151,34,No,desconocido,1326,desconocido,3.0,bachillerato,other,4,male,81,1,2,sales_executive,1,single,5858,15891,3,No,18,3,4,0,15,2,3,13,3,12,,1989,yes
156,152,42,No,travel_frequently,748,desconocido,9.0,fp,desconocido,1,female,74,3,1,laboratory_technician,4,desconocido,5425,16458,1,desconocido,13,3,3,0,12,3,3,12,5,8,,1981,yes
157,153,57,No,travel_rarely,405,desconocido,1.0,fp,life_sciences,2,male,93,4,2,research_scientist,3,married,5234,2721,0,No,24,4,1,1,13,2,2,12,2,8,,1966,yes
158,154,34,Yes,travel_rarely,790,desconocido,24.0,universidad,desconocido,1,female,40,2,2,sales_executive,2,single,6295,7815,0,Yes,23,4,3,0,16,2,4,15,10,10,,1989,no
159,155,54,No,travel_frequently,1050,desconocido,11.0,universidad,medical,2,female,87,3,4,manager,4,desconocido,8770,24456,3,No,20,3,1,1,26,2,3,14,1,12,,1969,yes
160,156,34,No,travel_rarely,971,desconocido,1.0,bachillerato,desconocido,4,male,64,2,3,sales_executive,3,desconocido,7083,12288,1,desconocido,14,3,4,0,14,3,3,10,8,6,"7083,0",1989,no
161,157,29,No,desconocido,1370,desconocido,3.0,eso,medical,2,male,87,3,1,laboratory_technician,1,single,4723,16213,1,desconocido,18,3,4,0,6,3,2,10,1,5,"4723,0",1994,yes
162,158,35,No,travel_rarely,750,desconocido,28.0,bachillerato,life_sciences,2,male,46,4,2,laboratory_technician,3,desconocido,3407,25348,1,desconocido,17,3,4,2,16,3,2,10,6,8,"3407,0",1988,yes
163,159,35,Yes,desconocido,880,desconocido,12.0,universidad,other,4,male,36,3,2,sales_executive,4,desconocido,4440,10414,3,desconocido,24,4,1,0,13,2,4,11,6,7,,1988,yes
164,160,34,No,travel_rarely,678,desconocido,19.0,bachillerato,life_sciences,2,female,35,2,1,research_scientist,4,married,2929,20338,1,No,12,3,2,0,10,3,3,10,8,7,"2929,0",1989,yes
165,161,43,No,desconocido,1179,desconocido,2.0,bachillerato,desconocido,4,male,73,3,2,sales_executive,4,desconocido,5799,6069,1,Yes,17,3,1,1,10,3,3,10,8,8,,1980,no
166,162,58,No,non_travel,350,desconocido,2.0,bachillerato,medical,2,male,52,3,4,manager,2,divorced,3920,22577,4,No,22,4,4,1,37,0,2,16,14,14,,1965,yes
167,163,36,No,travel_rarely,1266,sales,8.8,universidad,desconocido,1,female,63,2,2,sales_executive,3,married,5538,6060,1,Yes,13,3,1,1,10,4,3,10,1,7,,1987,no
168,164,43,No,travel_rarely,574,desconocido,11.0,bachillerato,life_sciences,1,male,30,3,3,healthcare_representative,3,married,5722,16873,1,desconocido,17,3,2,1,10,1,3,10,0,9,,1980,yes
169,165,55,No,desconocido,189,desconocido,26.0,universidad,human_resources,3,male,71,4,5,manager,2,married,9466,25811,4,Yes,18,3,1,1,35,0,3,10,1,4,,1968,yes
170,166,42,No,desconocido,744,research_development,23.0,fp,desconocido,4,male,37,2,2,research_scientist,3,single,10057,14811,1,desconocido,12,3,4,0,20,2,3,20,3,7,,1981,yes
171,167,40,No,desconocido,692,desconocido,11.0,bachillerato,technical_degree,4,female,73,3,2,laboratory_technician,3,married,5425,26849,1,desconocido,11,3,1,1,10,2,4,10,9,4,,1983,yes
172,168,56,Yes,desconocido,310,research_development,7.0,fp,technical_degree,4,male,72,3,1,laboratory_technician,3,married,4947,3666,8,No,11,3,4,1,14,4,1,10,9,8,,1967,yes
173,169,39,No,travel_rarely,722,desconocido,8.8,eso,marketing,3,female,60,2,4,sales_executive,4,desconocido,12031,8828,0,desconocido,11,3,1,1,14,2,2,20,9,6,"12031,0",1984,yes
174,170,53,No,travel_rarely,1219,desconocido,2.0,universidad,life_sciences,1,female,78,2,4,manager,4,married,15427,22021,2,No,16,3,3,0,10,3,3,25,3,7,"15427,0",1970,yes
175,171,27,No,travel_frequently,994,desconocido,8.0,bachillerato,desconocido,4,male,37,3,3,sales_executive,3,single,5840,2975,1,No,15,3,4,0,9,0,3,9,1,7,,1996,no
176,172,30,No,travel_frequently,721,desconocido,1.0,fp,desconocido,3,female,58,3,2,laboratory_technician,4,desconocido,6644,10781,1,desconocido,23,4,4,0,12,2,3,12,3,7,,1993,yes
177,173,35,No,desconocido,853,desconocido,18.0,doctorado,life_sciences,2,male,71,3,3,sales_executive,1,married,3407,11031,1,desconocido,22,4,4,1,9,3,2,9,1,8,,1988,yes
178,174,32,No,travel_rarely,427,research_development,1.0,bachillerato,medical,1,male,67,3,2,manufacturing_director,4,married,6162,10877,1,Yes,22,4,2,1,9,3,3,9,7,8,"6162,0",1991,yes
179,175,30,No,travel_rarely,852,desconocido,1.0,eso,life_sciences,4,male,55,2,2,laboratory_technician,4,married,5126,15998,1,desconocido,12,3,3,2,8,1,2,10,3,0,"5126,0",1993,no
180,176,46,Yes,desconocido,669,sales,9.0,fp,medical,3,male,64,2,3,sales_executive,4,desconocido,9619,13596,1,No,16,3,4,0,9,3,3,9,4,7,"9619,0",1977,no
181,177,30,No,travel_rarely,1334,desconocido,4.0,fp,desconocido,3,female,63,2,2,sales_executive,2,desconocido,6088,19760,1,Yes,12,3,2,3,11,4,2,11,2,7,,1993,no
182,178,32,No,desconocido,1093,desconocido,6.0,universidad,desconocido,2,male,87,3,2,sales_executive,3,single,5010,24301,1,No,16,3,1,0,12,0,3,11,5,7,"5010,0",1991,yes
183,179,35,No,travel_rarely,684,desconocido,13.2,doctorado,marketing,3,male,94,3,3,sales_executive,2,married,8159,11439,1,desconocido,13,3,1,2,9,3,3,10,0,6,,1988,no
184,180,32,No,desconocido,967,desconocido,8.0,bachillerato,marketing,2,female,43,3,3,sales_executive,4,single,5963,15589,1,desconocido,14,3,4,0,9,2,3,9,3,7,,1991,yes
185,181,41,No,travel_rarely,465,research_development,12.6,bachillerato,life_sciences,1,male,56,3,1,research_scientist,3,divorced,3472,4609,4,No,12,3,1,1,12,2,3,9,1,8,,1982,yes
186,182,40,No,travel_rarely,989,desconocido,4.0,eso,medical,4,female,46,3,5,manager,3,desconocido,19033,6499,1,No,14,3,2,1,21,2,3,20,9,9,"19033,0",1983,no
187,183,45,No,desconocido,1195,desconocido,2.0,fp,desconocido,1,male,65,2,4,manager,4,married,10825,20462,9,No,23,4,4,1,22,1,3,20,11,8,,1978,yes
188,184,32,Yes,travel_rarely,1045,desconocido,4.0,universidad,desconocido,4,male,32,1,3,sales_executive,4,married,10400,25812,1,No,11,3,3,0,14,2,2,14,9,8,"10400,0",1991,no
189,185,30,No,non_travel,829,research_development,1.0,eso,life_sciences,3,male,88,2,3,manufacturing_director,3,desconocido,3191,20925,1,No,22,4,3,0,10,2,3,11,5,8,,1993,yes
190,186,37,No,desconocido,663,desconocido,11.0,bachillerato,desconocido,2,male,47,3,3,research_director,4,desconocido,5863,10056,1,desconocido,14,3,3,3,15,1,3,10,0,7,,1986,yes
191,187,37,No,desconocido,319,desconocido,4.0,universidad,desconocido,1,male,41,3,1,sales_representative,4,divorced,2793,2539,4,No,17,3,3,1,13,2,3,9,5,8,"2793,0",1986,no
192,188,40,No,desconocido,1300,desconocido,24.0,fp,technical_degree,1,male,62,3,2,research_scientist,4,desconocido,2746,24447,1,No,17,3,1,2,11,3,3,9,4,7,,1983,no
193,189,36,No,non_travel,1105,desconocido,24.0,universidad,desconocido,2,female,47,3,2,laboratory_technician,2,married,5674,6927,7,desconocido,15,3,3,1,11,3,3,9,0,8,"5674,0",1987,yes
194,190,32,No,travel_rarely,906,desconocido,7.0,bachillerato,life_sciences,4,male,91,2,2,sales_executive,3,married,3834,16985,1,desconocido,14,3,3,1,13,3,2,13,4,8,,1991,yes
195,191,38,No,desconocido,849,desconocido,25.0,fp,life_sciences,1,female,81,2,3,research_director,2,desconocido,4691,26707,3,desconocido,17,3,3,1,12,2,3,10,0,1,,1985,yes
196,192,30,No,travel_rarely,1275,desconocido,28.0,fp,desconocido,4,female,64,3,2,research_scientist,4,married,3530,11934,1,No,13,3,4,2,11,2,3,10,1,9,,1993,yes
197,193,39,No,desconocido,1218,desconocido,1.0,eso,desconocido,2,male,52,3,5,manager,3,desconocido,19197,8213,1,desconocido,14,3,3,1,21,3,3,21,1,6,"19197,0",1984,yes
198,194,60,No,desconocido,422,desconocido,7.0,bachillerato,life_sciences,1,female,41,3,5,manager,1,desconocido,6280,3854,5,No,11,3,4,0,33,5,1,29,11,10,,1963,yes
199,195,30,No,desconocido,1398,desconocido,22.0,universidad,other,3,female,69,3,3,sales_executive,1,desconocido,8412,2890,0,desconocido,11,3,3,0,10,3,3,9,7,8,"8412,0",1993,yes
200,196,31,No,travel_rarely,1274,research_development,9.0,eso,desconocido,3,male,69,3,3,manufacturing_director,2,divorced,5958,14394,1,No,25,4,4,1,8,6,4,13,0,8,,1992,yes
201,197,33,Yes,desconocido,1076,desconocido,3.0,bachillerato,life_sciences,1,male,70,3,1,research_scientist,1,single,3348,3164,1,Yes,11,3,1,0,14,3,3,10,9,7,"3348,0",1990,no
202,198,50,No,desconocido,1207,desconocido,28.0,eso,medical,4,male,74,4,1,laboratory_technician,3,married,8338,3297,1,Yes,11,3,3,3,20,3,3,20,3,8,,1973,yes
203,199,32,No,desconocido,430,research_development,24.0,universidad,life_sciences,1,male,80,3,2,laboratory_technician,4,desconocido,5309,21146,1,No,15,3,4,2,10,2,3,10,4,7,"5309,0",1991,yes
204,200,42,No,desconocido,933,desconocido,29.0,bachillerato,desconocido,2,male,98,3,2,manufacturing_director,2,desconocido,4983,11806,1,desconocido,13,3,4,1,10,3,2,9,7,8,,1981,yes
205,201,49,Yes,desconocido,1184,sales,11.0,bachillerato,marketing,3,female,43,3,3,sales_executive,4,married,7654,5860,1,No,18,3,1,2,13,3,4,9,7,7,"7654,0",1974,no
206,202,27,No,desconocido,907,desconocido,5.0,eso,desconocido,3,male,42,2,3,research_director,4,divorced,12808,8842,1,desconocido,16,3,2,1,10,3,3,9,0,8,"12808,0",1996,yes
207,203,33,No,travel_rarely,586,desconocido,1.0,bachillerato,medical,1,male,48,4,2,sales_executive,1,divorced,5099,21816,1,desconocido,22,3,1,1,9,5,3,9,0,8,,1990,yes
208,204,52,No,desconocido,890,research_development,7.6,universidad,desconocido,3,female,81,2,4,manufacturing_director,4,married,7260,19028,3,No,22,4,3,0,31,3,3,9,0,0,,1971,no
209,205,32,No,desconocido,379,desconocido,5.0,fp,life_sciences,2,male,48,3,2,sales_executive,2,desconocido,6037,8891,1,No,14,3,4,1,10,3,3,10,5,3,,1991,yes
210,206,36,No,desconocido,1425,desconocido,14.0,eso,life_sciences,3,male,68,3,2,healthcare_representative,4,desconocido,6586,4821,0,desconocido,17,3,1,1,13,2,2,16,4,11,"6586,0",1987,no
211,207,31,No,non_travel,1188,sales,20.0,fp,desconocido,4,female,45,3,2,sales_executive,3,desconocido,5700,24406,1,desconocido,13,3,4,1,14,2,2,9,0,0,,1992,no
212,208,36,No,travel_rarely,938,desconocido,2.0,universidad,medical,3,male,79,3,1,laboratory_technician,3,single,2519,12287,4,No,21,4,3,0,12,6,3,11,3,9,"2519,0",1987,yes
213,209,52,No,desconocido,1053,desconocido,1.0,fp,life_sciences,4,male,70,3,4,manager,4,married,17099,13829,2,desconocido,15,3,2,1,26,2,2,9,7,8,"17099,0",1971,yes
214,210,33,No,non_travel,722,desconocido,17.0,bachillerato,desconocido,4,male,38,3,4,manager,3,single,4902,20489,1,desconocido,11,3,4,0,10,2,3,10,6,0,,1990,no
215,211,45,No,non_travel,248,desconocido,23.0,fp,life_sciences,4,male,42,3,2,laboratory_technician,1,desconocido,4500,14039,1,Yes,15,3,3,1,9,2,3,9,0,8,,1978,yes
216,212,36,No,travel_rarely,796,research_development,12.0,doctorado,desconocido,4,female,51,2,3,manufacturing_director,4,desconocido,6495,15669,0,desconocido,11,3,2,0,15,2,2,14,7,8,,1987,yes
217,213,49,No,desconocido,174,desconocido,8.0,universidad,desconocido,4,male,56,2,4,sales_executive,2,desconocido,13120,11879,6,desconocido,17,3,2,1,22,3,3,9,2,3,"13120,0",1974,no
218,214,29,Yes,desconocido,408,desconocido,23.0,eso,desconocido,4,female,45,2,3,sales_executive,1,desconocido,5634,11162,1,desconocido,13,3,1,1,11,3,1,11,3,10,,1994,yes
219,215,29,No,desconocido,750,desconocido,6.0,eso,desconocido,2,female,54,3,1,laboratory_technician,4,married,3131,26342,1,desconocido,13,3,1,1,8,5,3,10,0,8,"3131,0",1994,no
220,216,37,No,desconocido,977,research_development,1.0,bachillerato,life_sciences,4,female,56,2,2,manufacturing_director,4,married,4133,9961,1,desconocido,13,3,2,1,14,2,2,14,3,11,,1986,yes
221,217,33,No,travel_rarely,536,desconocido,10.0,doctorado,desconocido,4,male,82,4,3,sales_executive,3,desconocido,7260,21708,0,desconocido,14,3,4,2,17,3,3,9,0,8,,1990,yes
222,218,34,No,travel_frequently,135,desconocido,19.0,bachillerato,medical,3,female,46,3,2,laboratory_technician,2,divorced,4444,22534,4,No,13,3,3,2,15,2,4,11,5,10,"4444,0",1989,yes
223,219,28,No,non_travel,1476,desconocido,1.0,bachillerato,desconocido,3,female,55,1,2,laboratory_technician,4,married,6674,16392,0,No,11,3,1,3,10,6,3,9,7,5,"6674,0",1995,yes
224,220,31,No,non_travel,587,desconocido,2.0,universidad,desconocido,4,female,57,3,3,sales_executive,3,desconocido,9852,8935,1,Yes,19,3,1,1,10,5,2,10,9,6,"9852,0",1992,yes
225,221,42,No,non_travel,495,desconocido,2.0,eso,life_sciences,3,male,69,3,4,manager,3,desconocido,17861,26582,0,Yes,13,3,4,0,21,3,2,20,2,10,"17861,0",1981,no
226,222,40,No,travel_rarely,523,desconocido,2.0,bachillerato,life_sciences,3,male,98,3,2,research_scientist,4,single,5535,22455,1,desconocido,13,3,3,0,9,4,3,9,8,8,,1983,yes
227,223,34,No,desconocido,507,desconocido,15.0,fp,medical,3,female,66,3,2,sales_executive,1,single,5474,23553,1,desconocido,12,3,4,0,16,6,4,10,9,6,,1989,yes
228,224,58,No,travel_rarely,1055,desconocido,1.0,bachillerato,desconocido,4,female,76,3,5,research_director,1,desconocido,7870,22456,3,desconocido,21,4,3,1,10,3,3,9,1,5,,1965,no
229,225,31,Yes,travel_frequently,1445,desconocido,1.0,doctorado,desconocido,3,female,100,4,3,manufacturing_director,2,desconocido,7446,8931,1,desconocido,11,3,1,0,14,2,3,10,4,7,"7446,0",1992,yes
230,226,40,No,non_travel,218,desconocido,8.0,eso,desconocido,4,male,55,2,3,research_director,2,desconocido,13757,25178,2,No,11,3,3,1,16,5,3,9,4,8,"13757,0",1983,yes
231,227,53,No,desconocido,447,desconocido,2.0,bachillerato,medical,4,male,39,4,4,research_director,2,single,16598,19764,4,No,12,3,2,0,35,2,2,9,8,8,"16598,0",1970,yes
232,228,34,No,desconocido,829,research_development,15.0,bachillerato,desconocido,2,male,71,3,4,research_director,1,desconocido,4530,11929,7,desconocido,14,3,4,2,16,3,2,14,6,9,,1989,yes
233,229,35,No,travel_rarely,1029,desconocido,16.0,bachillerato,life_sciences,4,female,91,2,3,healthcare_representative,2,single,11429,21195,1,No,19,3,4,0,21,3,1,11,3,3,,1988,yes
234,230,37,No,desconocido,674,desconocido,13.0,bachillerato,desconocido,1,male,47,3,2,research_scientist,4,married,4285,3031,1,desconocido,17,3,1,0,13,2,3,10,3,7,"4285,0",1986,yes
235,231,42,No,travel_frequently,924,desconocido,2.0,bachillerato,desconocido,4,male,40,3,3,healthcare_representative,4,desconocido,10124,18611,2,Yes,14,3,3,1,24,3,1,20,13,9,"10124,0",1981,yes
236,232,45,No,desconocido,538,desconocido,1.0,universidad,desconocido,1,male,66,3,3,healthcare_representative,2,divorced,7405,20933,1,desconocido,12,3,1,3,18,4,3,10,7,7,,1978,yes
237,233,30,Yes,travel_rarely,740,desconocido,1.0,bachillerato,desconocido,2,male,64,2,2,sales_executive,1,married,9714,5323,1,No,11,3,4,1,12,4,3,10,6,7,"9714,0",1993,yes
238,234,38,No,travel_rarely,1245,desconocido,14.0,bachillerato,life_sciences,3,male,80,3,2,sales_executive,2,married,9924,12355,0,desconocido,11,3,4,1,10,3,3,9,7,7,"9924,0",1985,yes
239,235,50,No,desconocido,1234,desconocido,20.0,doctorado,medical,2,male,41,3,4,healthcare_representative,3,desconocido,11245,20689,2,desconocido,15,3,3,1,32,3,3,30,12,13,"11245,0",1973,no
240,236,39,No,travel_rarely,170,desconocido,3.0,fp,desconocido,3,male,76,2,2,laboratory_technician,3,desconocido,3069,10302,0,desconocido,15,3,4,1,7,3,2,10,0,7,"3069,0",1984,yes
241,237,34,No,travel_rarely,1130,desconocido,3.0,bachillerato,desconocido,4,female,66,3,2,research_scientist,2,desconocido,6302,19332,1,No,12,3,3,1,11,2,3,11,7,9,,1989,yes
242,238,54,No,travel_rarely,584,research_development,22.0,doctorado,desconocido,2,female,91,3,4,manager,3,desconocido,10811,18685,3,desconocido,25,4,3,1,36,6,3,10,4,7,,1969,yes
243,239,41,No,travel_rarely,918,desconocido,6.0,bachillerato,marketing,4,male,35,3,3,sales_executive,3,desconocido,9241,15869,1,No,12,3,2,0,11,3,3,10,8,7,"9241,0",1982,no
244,240,39,No,desconocido,792,desconocido,1.0,bachillerato,life_sciences,4,male,77,3,2,laboratory_technician,4,married,6472,8989,1,desconocido,15,3,4,1,12,2,3,9,5,8,"6472,0",1984,yes
245,241,40,No,travel_rarely,611,desconocido,7.0,universidad,desconocido,2,male,88,3,5,manager,2,desconocido,3422,4349,1,No,14,3,2,0,15,3,2,21,12,8,,1983,no
246,242,33,No,desconocido,728,desconocido,4.0,bachillerato,technical_degree,4,male,90,3,2,research_scientist,2,desconocido,3055,6194,5,No,15,3,4,2,11,2,2,9,1,7,"3055,0",1990,yes
247,243,36,No,desconocido,1383,desconocido,10.0,bachillerato,life_sciences,4,male,90,3,3,healthcare_representative,1,desconocido,8321,25949,7,desconocido,13,3,4,1,15,1,3,12,5,7,"8321,0",1987,no
248,244,33,No,desconocido,867,desconocido,8.0,universidad,life_sciences,4,male,90,4,1,research_scientist,1,married,3143,6076,6,No,19,3,2,1,14,1,3,10,7,6,"3143,0",1990,yes
249,245,34,No,travel_rarely,951,desconocido,8.0,fp,desconocido,2,male,92,4,2,sales_executive,3,desconocido,8284,22128,1,No,21,4,3,2,10,5,3,10,4,8,,1989,no
250,246,29,No,travel_frequently,574,research_development,17.6,eso,medical,4,male,40,3,1,laboratory_technician,4,married,5171,7003,1,No,13,3,2,0,6,3,4,11,3,10,,1994,no
251,247,46,No,travel_rarely,706,desconocido,2.0,fp,life_sciences,4,male,82,3,3,manufacturing_director,4,divorced,8578,19989,3,desconocido,14,3,3,1,12,4,2,9,4,7,"8578,0",1977,yes
252,248,27,No,travel_rarely,728,desconocido,23.0,eso,medical,2,female,36,2,2,sales_representative,3,married,4568,7018,1,No,21,4,4,1,13,5,3,9,5,8,,1996,no
253,249,31,No,desconocido,311,desconocido,13.2,bachillerato,life_sciences,2,male,89,3,2,laboratory_technician,3,divorced,4197,18624,1,No,11,3,1,1,10,2,3,10,0,2,"4197,0",1992,no
254,250,45,No,travel_rarely,556,research_development,25.0,fp,life_sciences,2,female,93,2,2,manufacturing_director,4,desconocido,3240,23888,0,No,13,3,4,2,10,2,2,9,3,8,,1978,yes
255,251,34,No,travel_rarely,937,desconocido,1.0,bachillerato,marketing,1,male,32,3,3,sales_executive,4,desconocido,9888,6770,1,No,21,4,1,0,14,3,2,14,2,1,"9888,0",1989,no
256,252,31,No,desconocido,1125,research_development,1.0,bachillerato,life_sciences,4,male,48,1,2,research_scientist,1,married,5099,5771,1,desconocido,21,3,2,0,10,6,3,10,8,7,,1992,yes
257,253,35,No,desconocido,1224,desconocido,7.0,universidad,desconocido,3,female,55,3,2,sales_executive,4,desconocido,4088,13586,1,Yes,11,3,4,0,10,2,3,10,0,9,,1988,no
258,254,39,No,travel_rarely,119,desconocido,15.0,universidad,marketing,2,male,77,3,4,sales_executive,1,single,13341,25098,0,No,12,3,1,0,21,3,3,20,11,10,"13341,0",1984,no
259,255,40,No,travel_rarely,444,desconocido,2.0,fp,marketing,2,female,92,3,2,sales_executive,2,married,5677,4258,3,No,14,3,3,1,16,4,3,11,5,10,"5677,0",1983,yes
260,256,30,No,travel_rarely,911,desconocido,1.0,fp,medical,4,male,76,3,1,laboratory_technician,2,married,6939,4077,1,No,13,3,3,0,12,6,2,12,1,7,,1993,no
261,257,47,No,desconocido,785,research_development,1.0,eso,desconocido,3,female,98,3,3,research_director,2,married,4398,17231,0,No,18,3,1,2,14,3,1,13,5,12,,1976,yes
262,258,52,No,non_travel,585,desconocido,29.0,universidad,desconocido,1,male,64,3,1,sales_representative,4,divorced,10060,19788,2,desconocido,15,3,2,2,16,3,2,9,0,0,,1971,yes
263,259,49,No,travel_frequently,878,desconocido,8.0,eso,desconocido,3,male,61,2,2,research_scientist,2,married,7000,24907,1,No,23,4,4,1,10,3,3,10,1,7,,1974,yes
264,260,33,No,travel_frequently,1392,desconocido,9.6,universidad,life_sciences,1,female,56,3,1,research_scientist,3,married,2909,23159,1,desconocido,11,3,3,0,14,3,3,8,3,0,"2909,0",1990,yes
265,261,32,No,desconocido,1005,desconocido,2.0,fp,life_sciences,4,male,79,3,1,laboratory_technician,4,desconocido,7280,11864,0,desconocido,13,3,3,0,8,2,2,7,3,6,,1991,yes
