,age,attrition,business_travel,department,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,remote_work,hourly_rate,daily_rate,distance_from_home,monthly_income,total_working_years
145,44,No,desconocido,desconocido,3,desconocido,1267,2,male,3,5,manager,2,married,8751,7,No,11,3.0,3,1,5,3,22,3,10,1979,yes,88,1099.0,5.0,18213.0,26
146,55,No,non_travel,desconocido,1,desconocido,1278,4,male,2,4,healthcare_representative,2,divorced,25592,1,Yes,15,3.0,4,1,3,3,33,15,0,1968,no,37,177.0,8.0,13577.0,8
147,44,No,travel_rarely,desconocido,2,life_sciences,1288,3,male,4,5,manager,1,divorced,17477,1,No,14,3.0,4,2,4,2,25,14,13,1979,no,92,1199.0,4.0,19190.0,10
148,34,No,travel_frequently, human_resources ,3,life_sciences,46,3,male,2,2,human_resources,2,desconocido,21833,4,No,11,3.0,4,2,5,4,10,1,8,1989,yes,56,648.0,11.0,5381.0,14
149,39,No,desconocido,desconocido,4,desconocido,1307,3,female,2,4,manager,2,divorced,17334,6,Yes,13,3.0,4,2,4,3,19,15,2,1984,no,94,412.0,13.0,17123.0,13
150,55,No,travel_rarely,desconocido,2,medical,1336,4,female,1,5,manager,3,desconocido,6992,4,desconocido,14,3.0,4,1,5,3,19,9,11,1968,yes,58,282.0,2.0,19187.0,23
151,51,No,desconocido,desconocido,3,life_sciences,1352,3,male,3,4,manager,2,desconocido,17588,1,desconocido,11,3.0,2,1,2,3,33,0,10,1972,yes,84,770.0,5.0,4453.2,16
152,58,Yes,desconocido,desconocido,4,medical,1360,1,female,2,3,manufacturing_director,1,married,12023,7,desconocido,14,3.0,4,0,0,2,10,5,9,1965,yes,53,601.0,7.6,10008.0,9
153,48,No,desconocido,desconocido,3,life_sciences,47,4,male,3,3,manufacturing_director,4,single,18706,1,No,11,3.0,3,0,2,3,10,0,8,1975,yes,54,855.0,4.0,4707.0,11
154,29,No,travel_rarely, human_resources ,3,desconocido,1419,2,male,2,3,human_resources,1,single,9769,1,desconocido,13,3.0,1,0,3,2,10,0,9,1994,no,51,332.0,17.0,7988.0,8
155,34,No,desconocido,desconocido,3,other,1478,4,male,1,2,sales_executive,1,single,15891,3,No,18,3.0,4,0,2,3,13,3,12,1989,yes,81,1326.0,3.0,5858.6,15
156,42,No,travel_frequently,desconocido,2,desconocido,1480,1,female,3,1,laboratory_technician,4,desconocido,16458,1,desconocido,13,3.0,3,0,3,3,12,5,8,1981,yes,74,748.0,9.0,5425.4,12
157,57,No,travel_rarely,desconocido,2,life_sciences,48,2,male,4,2,research_scientist,3,married,2721,0,No,24,4.0,1,1,2,2,12,2,8,1966,yes,93,405.0,1.0,5234.2,13
158,34,Yes,travel_rarely,desconocido,4,desconocido,1489,1,female,2,2,sales_executive,2,single,7815,0,Yes,23,4.0,3,0,2,4,15,10,10,1989,no,40,790.0,24.0,6295.8,16
159,54,No,travel_frequently,desconocido,4,medical,1520,2,female,3,4,manager,4,desconocido,24456,3,No,20,3.0,1,1,2,3,14,1,12,1969,yes,87,1050.0,11.0,8770.6,26
160,34,No,travel_rarely,desconocido,3,desconocido,1535,4,male,2,3,sales_executive,3,desconocido,12288,1,desconocido,14,3.0,4,0,3,3,10,8,6,1989,no,64,971.0,1.0,7083.0,14
161,29,No,desconocido,desconocido,1,medical,1586,2,male,3,1,laboratory_technician,1,single,16213,1,desconocido,18,3.0,4,0,3,3,10,1,5,1994,yes,87,1370.0,3.0,4723.0,6
162,35,No,travel_rarely,desconocido,3,life_sciences,1596,2,male,4,2,laboratory_technician,3,desconocido,25348,1,desconocido,17,3.0,4,2,3,2,10,6,8,1988,yes,46,750.0,28.0,3407.0,11
163,35,Yes,desconocido,desconocido,4,other,1667,4,male,3,2,sales_executive,4,desconocido,10414,3,desconocido,24,4.0,1,0,2,4,11,6,7,1988,yes,36,880.0,12.0,4440.2,13
164,34,No,travel_rarely,desconocido,3,life_sciences,1701,2,female,2,1,research_scientist,4,married,20338,1,No,12,3.0,2,0,3,3,10,8,7,1989,yes,35,678.0,19.0,2929.0,10
165,43,No,desconocido,desconocido,3,desconocido,1706,4,male,3,2,sales_executive,4,desconocido,6069,1,Yes,17,3.0,1,1,3,3,10,8,8,1980,no,73,1179.0,2.0,5124.2,10
166,58,No,non_travel,desconocido,3,medical,49,2,male,3,4,manager,2,divorced,22577,4,No,22,4.0,4,1,0,2,16,14,14,1965,yes,52,350.0,2.0,3920.6,37
167,36,No,travel_rarely, sales ,4,desconocido,50,1,female,2,2,sales_executive,3,married,6060,1,Yes,13,3.0,1,1,4,3,10,1,7,1987,no,63,1266.0,9.2,6024.8,10
168,43,No,travel_rarely,desconocido,3,life_sciences,1971,1,male,3,3,healthcare_representative,3,married,16873,1,desconocido,17,3.0,2,1,1,3,10,0,9,1980,yes,30,574.0,11.0,5589.6,10
169,55,No,desconocido,desconocido,4,human_resources,51,3,male,4,5,manager,2,married,25811,4,Yes,18,3.0,1,1,0,3,10,1,4,1968,yes,71,189.0,26.0,9466.0,35
170,42,No,desconocido, research_development ,2,desconocido,1976,4,male,2,2,research_scientist,3,single,14811,1,desconocido,12,3.0,4,0,2,3,20,3,7,1981,yes,37,670.8,23.0,10057.0,20
171,40,No,desconocido,desconocido,3,technical_degree,1985,4,female,3,2,laboratory_technician,3,married,26849,1,desconocido,11,3.0,1,1,2,4,10,9,4,1983,yes,73,692.0,11.0,5425.4,10
172,56,Yes,desconocido, research_development ,2,technical_degree,2032,4,male,3,1,laboratory_technician,3,married,3666,8,No,11,3.0,4,1,4,1,10,9,8,1967,yes,72,310.0,7.0,4947.4,14
173,39,No,travel_rarely,desconocido,1,marketing,2056,3,female,2,4,sales_executive,4,desconocido,8828,0,desconocido,11,3.0,1,1,2,2,20,9,6,1984,yes,60,722.0,8.0,12031.0,9
174,53,No,travel_rarely,desconocido,4,life_sciences,52,1,female,2,4,manager,4,married,22021,2,No,16,3.0,3,0,3,3,25,3,7,1970,yes,78,1219.0,2.0,15427.0,6
175,27,No,travel_frequently,desconocido,3,desconocido,53,4,male,3,3,sales_executive,3,single,2975,1,No,15,3.0,4,0,0,3,9,1,7,1996,no,37,994.0,8.0,5840.2,9
176,30,No,travel_frequently,desconocido,2,desconocido,57,3,female,3,2,laboratory_technician,4,desconocido,10781,1,desconocido,23,4.0,4,0,2,3,12,3,7,1993,yes,58,721.0,1.0,6644.6,12
177,35,No,desconocido,desconocido,5,life_sciences,54,2,male,3,3,sales_executive,1,married,11031,1,desconocido,22,4.0,4,1,3,2,9,1,8,1988,yes,71,853.0,18.0,3407.8,9
178,32,No,travel_rarely, research_development ,3,medical,78,1,male,3,2,manufacturing_director,4,married,10877,1,Yes,22,4.0,2,1,3,3,9,7,8,1991,yes,54,427.0,1.0,6162.0,9
179,30,No,travel_rarely,desconocido,1,life_sciences,104,4,male,2,2,laboratory_technician,4,married,15998,1,desconocido,12,3.0,3,2,1,3,10,3,0,1993,no,55,852.0,1.0,5126.0,8
180,46,Yes,desconocido, sales ,2,medical,118,3,male,2,3,sales_executive,4,desconocido,13596,1,No,16,3.0,4,0,3,3,9,4,7,1977,no,64,669.0,9.0,9619.0,9
181,30,No,travel_rarely,desconocido,2,desconocido,121,3,female,2,2,sales_executive,2,desconocido,19760,1,Yes,12,3.0,2,3,4,2,11,2,7,1993,no,63,1334.0,4.0,6088.8,11
182,32,No,desconocido,desconocido,4,desconocido,125,2,male,3,2,sales_executive,3,single,24301,1,No,16,3.0,1,0,0,3,11,5,7,1991,yes,87,1093.0,6.0,5010.0,12
183,35,No,travel_rarely,desconocido,5,marketing,55,3,male,3,3,sales_executive,2,married,11439,1,desconocido,13,3.0,1,2,3,3,10,0,6,1988,no,94,728.8,17.4,8784.8,12
184,32,No,desconocido,desconocido,3,marketing,207,2,female,3,3,sales_executive,4,single,15589,1,desconocido,14,3.0,4,0,2,3,9,3,7,1991,yes,43,967.0,8.0,5963.2,9
185,41,No,travel_rarely, research_development ,3,life_sciences,227,1,male,3,1,research_scientist,3,divorced,4609,4,No,12,3.0,1,1,2,3,9,1,8,1982,yes,56,465.0,5.4,4149.8,5
186,40,No,travel_rarely,desconocido,1,medical,253,4,female,3,5,manager,3,desconocido,6499,1,No,14,3.0,2,1,2,3,20,9,9,1983,no,46,989.0,4.0,19033.0,21
187,45,No,desconocido,desconocido,2,desconocido,264,1,male,2,4,manager,4,married,20462,9,No,23,4.0,4,1,1,3,20,11,8,1978,yes,65,1195.0,2.0,10825.0,22
188,32,Yes,travel_rarely,desconocido,4,desconocido,291,4,male,1,3,sales_executive,4,married,25812,1,No,11,3.0,3,0,2,2,14,9,8,1991,no,32,1045.0,4.0,10400.0,14
189,30,No,non_travel, research_development ,1,life_sciences,292,3,male,2,3,manufacturing_director,3,desconocido,20925,1,No,22,4.0,3,0,2,3,11,5,8,1993,yes,88,829.0,1.0,3191.6,5
190,37,No,desconocido,desconocido,3,desconocido,306,2,male,3,3,research_director,4,desconocido,10056,1,desconocido,14,3.0,3,3,1,3,10,0,7,1986,yes,47,663.0,11.0,5863.8,8
191,37,No,desconocido,desconocido,4,desconocido,56,1,male,3,1,sales_representative,4,divorced,2539,4,No,17,3.0,3,1,2,3,9,5,8,1986,no,41,319.0,4.0,2793.0,13
192,40,No,desconocido,desconocido,2,technical_degree,335,1,male,3,2,research_scientist,4,desconocido,24447,1,No,17,3.0,1,2,3,3,9,4,7,1983,no,62,1300.0,24.0,3171.2,11
193,36,No,non_travel,desconocido,4,desconocido,57,2,female,3,2,laboratory_technician,2,married,6927,7,desconocido,15,3.0,3,1,3,3,9,0,8,1987,yes,47,1105.0,24.0,5674.0,11
194,32,No,travel_rarely,desconocido,3,life_sciences,420,4,male,2,2,sales_executive,3,married,16985,1,desconocido,14,3.0,3,1,3,2,13,4,8,1991,yes,91,906.0,7.0,3834.0,13
195,38,No,desconocido,desconocido,2,life_sciences,421,1,female,2,3,research_director,2,desconocido,26707,3,desconocido,17,3.0,3,1,2,3,10,0,1,1985,yes,81,849.0,25.0,4691.0,8
196,30,No,travel_rarely,desconocido,2,desconocido,441,4,female,3,2,research_scientist,4,married,11934,1,No,13,3.0,4,2,2,3,10,1,9,1993,yes,64,1275.0,28.0,3530.6,11
197,39,No,desconocido,desconocido,1,desconocido,531,2,male,3,5,manager,3,desconocido,8213,1,desconocido,14,3.0,3,1,3,3,21,1,6,1984,yes,52,1218.0,1.0,19197.0,21
198,60,No,desconocido,desconocido,3,life_sciences,549,1,female,3,5,manager,1,desconocido,3854,5,No,11,3.0,4,0,5,1,29,11,10,1963,yes,41,422.0,7.0,6280.6,33
199,30,No,desconocido,desconocido,4,other,567,3,female,3,3,sales_executive,1,desconocido,2890,0,desconocido,11,3.0,3,0,3,3,9,7,8,1993,yes,69,1398.0,22.0,8412.0,10
200,31,No,travel_rarely, research_development ,1,desconocido,581,3,male,3,3,manufacturing_director,2,divorced,14394,1,No,25,4.0,4,1,6,4,13,0,8,1992,yes,78,1274.0,9.0,6079.6,13
201,33,Yes,desconocido,desconocido,3,life_sciences,702,1,male,3,1,research_scientist,1,single,3164,1,Yes,11,3.0,1,0,3,3,10,9,7,1990,no,70,1076.0,3.0,3348.0,8
202,50,No,desconocido,desconocido,1,medical,716,4,male,4,1,laboratory_technician,3,married,3297,1,Yes,11,3.0,3,3,3,3,20,3,8,1973,yes,74,1207.0,28.0,8338.8,20
203,32,No,desconocido, research_development ,4,life_sciences,772,1,male,3,2,laboratory_technician,4,desconocido,21146,1,No,15,3.0,4,2,2,3,10,4,7,1991,yes,80,430.0,24.0,5309.0,10
204,42,No,desconocido,desconocido,3,desconocido,836,2,male,3,2,manufacturing_director,2,desconocido,11806,1,desconocido,13,3.0,4,1,3,2,9,7,8,1981,yes,98,933.0,29.0,4983.2,10
205,49,Yes,desconocido, sales ,3,marketing,840,3,female,3,3,sales_executive,4,married,5860,1,No,18,3.0,1,2,3,4,9,7,7,1974,no,43,1184.0,11.0,7654.0,7
206,27,No,desconocido,desconocido,1,desconocido,844,3,male,2,3,research_director,4,divorced,8842,1,desconocido,16,3.0,2,1,3,3,9,0,8,1996,yes,42,1042.4,5.0,12808.0,13
207,33,No,travel_rarely,desconocido,3,medical,58,1,male,4,2,sales_executive,1,divorced,21816,1,desconocido,22,3.0,1,1,5,3,9,0,8,1990,yes,48,586.0,1.0,5099.8,9
208,52,No,desconocido, research_development ,4,desconocido,867,3,female,2,4,manufacturing_director,4,married,19028,3,No,22,4.0,3,0,3,3,9,0,0,1971,no,81,890.0,8.6,7449.4,31
209,32,No,desconocido,desconocido,2,life_sciences,889,2,male,3,2,sales_executive,2,desconocido,8891,1,No,14,3.0,4,1,3,3,10,5,3,1991,yes,48,379.0,5.0,6037.4,10
210,36,No,desconocido,desconocido,1,life_sciences,924,3,male,3,2,healthcare_representative,4,desconocido,4821,0,desconocido,17,3.0,1,1,2,2,16,4,11,1987,no,68,1425.0,14.0,6586.0,8
211,31,No,non_travel, sales ,2,desconocido,59,4,female,3,2,sales_executive,3,desconocido,24406,1,desconocido,13,3.0,4,1,2,2,9,0,0,1992,no,45,1188.0,20.0,5700.2,8
212,36,No,travel_rarely,desconocido,4,medical,60,3,male,3,1,laboratory_technician,3,single,12287,4,No,21,4.0,3,0,6,3,11,3,9,1987,yes,79,938.0,2.0,2519.0,7
213,52,No,desconocido,desconocido,2,life_sciences,976,4,male,3,4,manager,4,married,13829,2,desconocido,15,3.0,2,1,2,3,9,7,8,1971,yes,70,1053.0,1.0,17099.0,26
214,33,No,non_travel,desconocido,3,desconocido,992,4,male,3,4,manager,3,single,20489,1,desconocido,11,3.0,4,0,2,3,10,6,0,1990,no,38,722.0,17.0,4902.2,10
215,45,No,non_travel,desconocido,2,life_sciences,1002,4,male,3,2,laboratory_technician,1,desconocido,14039,1,Yes,15,3.0,3,1,2,3,9,0,8,1978,yes,42,248.0,23.0,4095.8,9
216,36,No,travel_rarely, research_development ,5,desconocido,1073,4,female,2,3,manufacturing_director,4,desconocido,15669,0,desconocido,11,3.0,2,0,2,2,14,7,8,1987,yes,51,796.0,12.0,6918.6,15
217,49,No,desconocido,desconocido,4,desconocido,1138,4,male,2,4,sales_executive,2,desconocido,11879,6,desconocido,17,3.0,2,1,3,3,9,2,3,1974,no,56,174.0,8.0,13120.0,22
218,29,Yes,desconocido,desconocido,1,desconocido,61,4,female,2,3,sales_executive,1,desconocido,11162,1,desconocido,13,3.0,1,1,3,1,11,3,10,1994,yes,45,408.0,23.0,5634.6,11
219,29,No,desconocido,desconocido,1,desconocido,1192,2,female,3,1,laboratory_technician,4,married,26342,1,desconocido,13,3.0,1,1,5,3,10,0,8,1994,no,54,933.4,6.0,3131.0,10
220,37,No,desconocido, research_development ,3,life_sciences,1196,4,female,2,2,manufacturing_director,4,married,9961,1,desconocido,13,3.0,2,1,2,2,14,3,11,1986,yes,56,977.0,1.0,4133.4,14
221,33,No,travel_rarely,desconocido,5,desconocido,62,4,male,4,3,sales_executive,3,desconocido,21708,0,desconocido,14,3.0,4,2,3,3,9,0,8,1990,yes,82,536.0,10.0,7260.2,12
222,34,No,travel_frequently,desconocido,3,medical,63,3,female,3,2,laboratory_technician,2,divorced,22534,4,No,13,3.0,3,2,2,4,11,5,10,1989,yes,46,135.0,19.0,4444.0,15
223,28,No,non_travel,desconocido,3,desconocido,1315,3,female,1,2,laboratory_technician,4,married,16392,0,No,11,3.0,1,3,6,3,9,7,5,1995,yes,55,1476.0,1.0,6674.0,10
224,31,No,non_travel,desconocido,4,desconocido,1324,4,female,3,3,sales_executive,3,desconocido,8935,1,Yes,19,3.0,1,1,5,2,10,9,6,1992,yes,57,587.0,2.0,9852.0,10
225,42,No,non_travel,desconocido,1,life_sciences,1334,3,male,3,4,manager,3,desconocido,26582,0,Yes,13,3.0,4,0,3,2,20,2,10,1981,no,51,495.0,2.0,17861.0,21
226,40,No,travel_rarely,desconocido,3,life_sciences,1346,3,male,3,2,research_scientist,4,single,22455,1,desconocido,13,3.0,3,0,4,3,9,8,8,1983,yes,98,523.0,2.0,5535.4,9
227,34,No,desconocido,desconocido,2,medical,1356,3,female,3,2,sales_executive,1,single,23553,1,desconocido,12,3.0,4,0,6,4,10,9,6,1989,yes,66,507.0,15.0,5934.6,10
228,58,No,travel_rarely,desconocido,3,desconocido,1423,4,female,3,5,research_director,1,desconocido,22456,3,desconocido,21,4.0,3,1,3,3,9,1,5,1965,no,76,1055.0,1.0,7870.6,8
229,31,Yes,travel_frequently,desconocido,5,desconocido,1459,3,female,4,3,manufacturing_director,2,desconocido,8931,1,desconocido,11,3.0,1,0,2,3,10,4,7,1992,yes,100,1445.0,1.0,7446.0,9
230,40,No,non_travel,desconocido,1,desconocido,64,4,male,2,3,research_director,2,desconocido,25178,2,No,11,3.0,3,1,5,3,9,4,8,1983,yes,55,218.0,8.0,13757.0,16
231,53,No,desconocido,desconocido,3,medical,1472,4,male,4,4,research_director,2,single,19764,4,No,12,3.0,2,0,2,2,9,8,8,1970,yes,39,447.0,2.0,16598.0,35
232,34,No,desconocido, research_development ,3,desconocido,1485,2,male,3,4,research_director,1,desconocido,11929,7,desconocido,14,3.0,4,2,3,2,14,6,9,1989,yes,71,829.0,15.0,4353.2,16
233,35,No,travel_rarely,desconocido,3,life_sciences,65,4,female,2,3,healthcare_representative,2,single,21195,1,No,19,3.0,4,0,3,1,11,3,3,1988,yes,91,1029.0,16.0,11429.0,16
234,37,No,desconocido,desconocido,3,desconocido,1543,1,male,3,2,research_scientist,4,married,3031,1,desconocido,17,3.0,1,0,2,3,10,3,7,1986,yes,47,674.0,13.0,4285.0,7
235,42,No,travel_frequently,desconocido,3,desconocido,1547,4,male,3,3,healthcare_representative,4,desconocido,18611,2,Yes,14,3.0,3,1,3,1,20,13,9,1981,yes,40,587.8,2.0,10124.0,24
236,45,No,desconocido,desconocido,4,desconocido,1553,1,male,3,3,healthcare_representative,2,divorced,20933,1,desconocido,12,3.0,1,3,4,3,10,7,7,1978,yes,66,538.0,1.0,7405.6,14
237,30,Yes,travel_rarely,desconocido,3,desconocido,1562,2,male,2,2,sales_executive,1,married,5323,1,No,11,3.0,4,1,4,3,10,6,7,1993,yes,64,740.0,1.0,9714.0,7
238,38,No,travel_rarely,desconocido,3,life_sciences,1582,3,male,3,2,sales_executive,2,married,12355,0,desconocido,11,3.0,4,1,3,3,9,7,7,1985,yes,80,1245.0,14.0,9924.0,10
239,50,No,desconocido,desconocido,5,medical,1606,2,male,3,4,healthcare_representative,3,desconocido,20689,2,desconocido,15,3.0,3,1,3,3,30,12,13,1973,no,41,1234.0,20.0,11245.0,32
240,39,No,travel_rarely,desconocido,2,desconocido,66,3,male,2,2,laboratory_technician,3,desconocido,10302,0,desconocido,15,3.0,4,1,3,3,10,0,7,1984,yes,76,170.0,3.0,3069.0,7
241,34,No,travel_rarely,desconocido,3,desconocido,1658,4,female,3,2,research_scientist,2,desconocido,19332,1,No,12,3.0,3,1,2,3,11,7,9,1989,yes,66,1130.0,3.0,6302.4,11
242,54,No,travel_rarely, research_development ,5,desconocido,1665,2,female,3,4,manager,3,desconocido,18685,3,desconocido,25,4.0,3,1,6,3,10,4,7,1969,yes,91,584.0,22.0,9876.2,36
243,41,No,travel_rarely,desconocido,3,marketing,67,4,male,3,3,sales_executive,3,desconocido,15869,1,No,12,3.0,2,0,3,3,10,8,7,1982,no,35,918.0,6.0,9241.0,8
244,39,No,desconocido,desconocido,3,life_sciences,1737,4,male,3,2,laboratory_technician,4,married,8989,1,desconocido,15,3.0,4,1,2,3,9,5,8,1984,yes,77,792.0,1.0,6472.0,6
245,40,No,travel_rarely,desconocido,4,desconocido,68,2,male,3,5,manager,2,desconocido,4349,1,No,14,3.0,2,0,3,2,21,12,8,1983,no,88,611.0,7.0,3422.8,9
246,33,No,desconocido,desconocido,3,technical_degree,69,4,male,3,2,research_scientist,2,desconocido,6194,5,No,15,3.0,4,2,2,2,9,1,7,1990,yes,90,593.8,4.0,3055.0,11
247,36,No,desconocido,desconocido,3,life_sciences,1790,4,male,3,3,healthcare_representative,1,desconocido,25949,7,desconocido,13,3.0,4,1,1,3,12,5,7,1987,no,90,1383.0,10.0,8321.0,15
248,33,No,desconocido,desconocido,4,life_sciences,70,4,male,4,1,research_scientist,1,married,6076,6,No,19,3.0,2,1,1,3,10,7,6,1990,yes,90,867.0,8.0,3143.0,14
249,34,No,travel_rarely,desconocido,2,desconocido,1823,2,male,4,2,sales_executive,3,desconocido,22128,1,No,21,4.0,3,2,5,3,10,4,8,1989,no,92,811.6,8.0,6548.6,10
250,29,No,travel_frequently, research_development ,1,medical,71,4,male,3,1,laboratory_technician,4,married,7003,1,No,13,3.0,2,0,3,4,11,3,10,1994,no,40,574.0,11.2,6679.2,12
251,46,No,travel_rarely,desconocido,2,life_sciences,1857,4,male,3,3,manufacturing_director,4,divorced,19989,3,desconocido,14,3.0,3,1,4,2,9,4,7,1977,yes,82,706.0,2.0,8578.0,12
252,27,No,travel_rarely,desconocido,1,medical,1864,2,female,2,2,sales_representative,3,married,7018,1,No,21,4.0,4,1,5,3,9,5,8,1996,no,36,728.0,23.0,4568.0,7
253,31,No,desconocido,desconocido,3,life_sciences,1881,2,male,3,2,laboratory_technician,3,divorced,18624,1,No,11,3.0,1,1,2,3,10,0,2,1992,no,89,311.0,13.2,4197.0,10
254,45,No,travel_rarely, research_development ,2,life_sciences,1888,2,female,2,2,manufacturing_director,4,desconocido,23888,0,No,13,3.0,4,2,2,2,9,3,8,1978,yes,93,556.0,25.0,3240.0,10
255,34,No,travel_rarely,desconocido,3,marketing,1950,1,male,3,3,sales_executive,4,desconocido,6770,1,No,21,4.0,1,0,3,2,14,2,1,1989,no,32,937.0,1.0,9888.0,14
256,31,No,desconocido, research_development ,3,life_sciences,72,4,male,1,2,research_scientist,1,married,5771,1,desconocido,21,3.0,2,0,6,3,10,8,7,1992,yes,48,1125.0,1.0,5099.8,10
257,35,No,desconocido,desconocido,4,desconocido,1962,3,female,3,2,sales_executive,4,desconocido,13586,1,Yes,11,3.0,4,0,2,3,10,0,9,1988,no,55,1224.0,7.0,5161.2,10
258,39,No,travel_rarely,desconocido,4,marketing,1975,2,male,3,4,sales_executive,1,single,25098,0,No,12,3.0,1,0,3,3,20,11,10,1984,no,77,119.0,15.0,13341.0,21
259,40,No,travel_rarely,desconocido,2,marketing,1986,2,female,3,2,sales_executive,2,married,4258,3,No,14,3.0,3,1,4,3,11,5,10,1983,yes,92,444.0,2.0,5677.0,11
260,30,No,travel_rarely,desconocido,2,medical,73,4,male,3,1,laboratory_technician,2,married,4077,1,No,13,3.0,3,0,6,2,12,1,7,1993,no,76,911.0,1.0,5795.8,12
261,47,No,desconocido, research_development ,1,desconocido,2000,3,female,3,3,research_director,2,married,17231,0,No,18,3.0,1,2,3,1,13,5,12,1976,yes,98,880.8,1.0,5160.0,14
262,52,No,non_travel,desconocido,4,desconocido,74,1,male,3,1,sales_representative,4,divorced,19788,2,desconocido,15,3.0,2,2,3,3,9,0,0,1971,yes,64,585.0,29.0,10060.2,16
263,49,No,travel_frequently,desconocido,1,desconocido,2,3,male,2,2,research_scientist,2,married,24907,1,No,23,4.0,4,1,3,3,10,1,7,1974,yes,61,875.0,8.0,5255.2,10
264,33,No,travel_frequently,desconocido,4,life_sciences,5,1,female,3,1,research_scientist,3,married,23159,1,desconocido,11,3.0,3,0,3,3,8,3,0,1990,yes,56,1392.0,8.2,2909.0,11
265,32,No,desconocido,desconocido,2,life_sciences,75,4,male,3,1,laboratory_technician,4,desconocido,11864,0,desconocido,13,3.0,3,0,2,2,7,3,6,1991,yes,79,1005.0,2.0,7280.8,8
266,38,No,travel_frequently, research_development ,3,desconocido,76,4,male,2,3,manufacturing_director,3,desconocido,8787,0,No,21,4.0,2,0,2,3,9,1,8,1985,yes,44,463.6,23.0,9526.0,5
267,36,No,travel_rarely, research_development ,3,medical,77,3,male,3,2,healthcare_representative,3,desconocido,16577,6,desconocido,13,3.0,2,2,3,2,7,7,7,1987,yes,94,1299.0,27.0,3772.2,17
268,42,No,desconocido,desconocido,4,desconocido,35,3,male,3,2,sales_executive,2,desconocido,21173,0,desconocido,11,3.0,4,1,2,3,9,4,2,1981,no,48,600.2,8.0,6825.0,10
269,31,No,desconocido, research_development ,4,life_sciences,76,4,male,3,2,laboratory_technician,4,divorced,9528,3,No,22,4.0,4,1,3,2,7,1,7,1992,no,48,655.0,7.0,5402.6,6
270,31,No,travel_rarely,desconocido,4,desconocido,98,3,female,3,2,manufacturing_director,4,single,20682,1,No,23,4.0,4,0,2,3,11,1,8,1992,no,61,746.0,8.0,4424.0,11
271,51,No,desconocido,desconocido,4,marketing,120,3,male,3,2,sales_executive,4,desconocido,8423,0,desconocido,22,4.0,4,0,2,1,10,1,0,1972,yes,71,632.0,21.0,5441.0,11
272,34,Yes,travel_frequently,desconocido,3,desconocido,147,1,male,1,2,laboratory_technician,3,desconocido,22887,1,Yes,24,4.0,4,0,3,3,9,0,6,1989,yes,66,658.0,7.0,6074.0,9
273,36,No,desconocido,desconocido,2,technical_degree,154,2,female,3,3,sales_executive,4,desconocido,22952,0,No,14,3.0,3,1,6,3,9,2,8,1987,no,92,1467.0,11.0,9826.8,10
274,30,No,travel_frequently,desconocido,3,desconocido,159,1,male,1,1,research_scientist,3,divorced,22310,1,No,25,4.0,3,3,2,2,10,0,9,1993,no,96,1312.0,23.0,3476.4,13
